country,Year,Area,Sex,Record Type,Reliability,Source Year,Value,Value Footnotes
Panama,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,2578868,36
Panama,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,2514402,36
Panama,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,2449917,36
Panama,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,2385445,36
Paraguay,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,4264473,93
Paraguay,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,4174834,93
Paraguay,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,4085396,93
Paraguay,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3998524,93
Paraguay,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3911850,93
Paraguay,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3825311,93
Paraguay,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3738905,93
Paraguay,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3652713,93
Paraguay,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3569718,93
Paraguay,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,3486807,93
Peru,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,25156589,
Peru,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,24735295,
Peru,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,24313862,
Peru,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,23893654,
Peru,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,23474069,
Peru,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,23054394,
Peru,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,22635742,
Peru,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,22219201,
Peru,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,21805837,
Peru,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,21398222,
Peru,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,20995699,
Philippines,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2015,41855571,94
Poland,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,22859045,48
Poland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,22872493,48
Poland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,22916634,48
Poland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,22951357,48
Poland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23000324,48
Poland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23066408,48
Poland,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,23116673,
Poland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23111377,48
Poland,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23156309,48
Poland,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23293906,95
Poland,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23305018,95
Portugal,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,6286712,
Portugal,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,6438593,
Puerto Rico,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,3493256,96
Qatar,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2019,2760170,
Qatar,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2019,2724606,
Qatar,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2617634,
Qatar,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2437790,
Qatar,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2216180,
Qatar,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2003700,
Qatar,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,1832903,
Qatar,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,1732717,
Qatar,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,1715098,
Qatar,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,1638626,
Republic of Korea,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,41644567.5,49
Republic of Korea,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,41606115.5,49
Republic of Korea,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,41583181,49
Republic of Korea,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,41677695,
Republic of Korea,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,41505526.5,49
Republic of Korea,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,41380112.5,49
Republic of Korea,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,41258525.5,49
Republic of Korea,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,40903749,49
Republic of Korea,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,40655913,49
Republic of Korea,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2011,39822647,97
Republic of Korea,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,40395039,49
Republic of Korea,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,40260605,49
Republic of Korea,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,40083789,49
Republic of Moldova,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,951226,98
Republic of Moldova,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,1144428,99
Republic of Moldova,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1488966,99
Republic of Moldova,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1485766,99
Republic of Moldova,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1483731,99
Republic of Moldova,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1481696,99
Republic of Moldova,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,1479196,99
Republic of Moldova,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1476681,99
Republic of Moldova,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1476099,99
Republic of Moldova,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,1476390,99
Republic of Moldova,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,1475609,99
Republic of Moldova,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1476110,99
Republic of South Sudan,2008,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,1405186,
Reunion,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,838227.999999304,
Reunion,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,816334,
Reunion,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,808540,
Romania,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,10519506,
Romania,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,10585664,
Romania,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,10671868,
Romania,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,10728929,
Romania,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,10772678,
Romania,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,10823218,48
Romania,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,10858790,
Romania,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,10858790,
Romania,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,10878099,48
Romania,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,10922169,48
Romania,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,10976558,48
Romania,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,11102802,48
Russian Federation,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,105930122,
Russian Federation,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,105581615,
Russian Federation,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,105313773,
Russian Federation,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,105241319,
Russian Federation,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,104988448,
Russian Federation,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,104890297,
Rwanda,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2484438,88
Rwanda,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2347098,88
Rwanda,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,2214421,88
Rwanda,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,2086390,88
Rwanda,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,1962945,88
Rwanda,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,1844040,88
Rwanda,2012,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,1760994,
Rwanda,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,1737684,
Rwanda,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,1732175,88
Rwanda,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,1564883,9
Rwanda,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,1541097,9
Saint Vincent and the Grenadines,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,51048.3586739742,
Saint Vincent and the Grenadines,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,51007.5724493161,
Saint Vincent and the Grenadines,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,50966.786224658,
Saint Vincent and the Grenadines,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,50926,
Saint Vincent and the Grenadines,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,49990.6925814347,
Saint Vincent and the Grenadines,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,49950.6233460344,
Saint Vincent and the Grenadines,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,49910.554110634,
Saint Vincent and the Grenadines,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,49870.4848752337,
Samoa,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37653.4,
Samoa,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37522.2,
Samoa,2016,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,37391,
Samoa,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37259.8,
Samoa,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37128.6,
Samoa,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,36997.4,
Samoa,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,36866.2,
Samoa,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,36735,
Samoa,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,38568,
Samoa,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,36929.6,
Samoa,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37124.2,
Samoa,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,37318.8,
San Marino,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,34536,2
San Marino,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,34359,2
San Marino,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,34164,2
San Marino,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,33818,2
Sao Tome and Principe,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,136775,
Sao Tome and Principe,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,133748,100
Sao Tome and Principe,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,130798,100
Sao Tome and Principe,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,127922,100
Sao Tome and Principe,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,125121,100
Sao Tome and Principe,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,122398,100
Sao Tome and Principe,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,119781,
Senegal,2013,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,6102800,
Senegal,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,6086965.87452689,
Senegal,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,5086978,
Senegal,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,4949461,
Senegal,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,4815214,
Serbia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,4256129,"76,101"
Serbia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,4262256,"76,101"
Serbia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,4267079,"76,101"
Serbia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,4270367,"76,101"
Serbia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,4272061,"76,101"
Serbia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,4273861,"76,101"
Serbia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,4271872,101
Serbia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,4275178,"76,101"
Serbia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,4283985,101
Serbia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,4279035,101
Serbia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,4275245,101
Sierra Leone,2015,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2017,2905097,
Sierra Leone,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,2489123,
Sierra Leone,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,2394041,
Sierra Leone,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,2304955,
Sierra Leone,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,2221331,
Sierra Leone,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,2142918,
Slovakia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2921206.5,
Slovakia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2925475,
Slovakia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2919718,
Slovakia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2925290.5,
Slovakia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2931443.5,
Slovakia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2935709.5,
Slovakia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,2937735,
Slovakia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2938052.5,
Slovakia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2975976,
Slovakia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2978004,
Slovakia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2980828,
Slovenia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,1141453,
Slovenia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,1107409,
Slovenia,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,1107064,
Slovenia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,1106955,
Slovenia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,1051087,
Slovenia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1047560,
Slovenia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1023236,
Slovenia,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2011,1030172,
Slovenia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2011,1024330,
Slovenia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,1023650,
Slovenia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,1024812,
Slovenia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,1024087,
Slovenia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,1012477,
Solomon Islands,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,102030,102
South Africa,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,32559331,
Sri Lanka,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,3704470,
State of Palestine,2017,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2019,4018941.99999996,103
Sudan,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2016,14269540,
Sudan,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,13729842,
Sudan,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,13208281,
Sudan,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,12704550,
Sudan,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,12218313,
Sudan,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,11749240,
Sudan,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,11296966,
Sudan,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,10860950,
Sudan,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,10314730,
Suriname,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,386500,
Suriname,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2015,359146,
Switzerland,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,7191266,104
Switzerland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,7119751,104
Switzerland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,7078247,104
Switzerland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,6997928.5,104
Switzerland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,7036743,104
Switzerland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,6959114,104
Switzerland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,6033395.5,"104,105"
Switzerland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,5997762,
Switzerland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,5958174,
Switzerland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,5887939,
Switzerland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,5928697,
Switzerland,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,5920706,
Switzerland,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,5864015,
Switzerland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,5864015,
Switzerland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,5823815.5,
Switzerland,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,5798702,
Switzerland,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,5699003,
Switzerland,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,5622042,
Syrian Arab Republic,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,11297000,106
Syrian Arab Republic,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,11033000,106
Syrian Arab Republic,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,10769000,106
Syrian Arab Republic,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2008,10511000,106
Tajikistan,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,2321759,
Tajikistan,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2280367,
Tajikistan,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2237893,
Tajikistan,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,2193224,
Tajikistan,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,2138737,
Tajikistan,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2014,2085698,
Tajikistan,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,2042659.5,
Tajikistan,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,2006605,
Tajikistan,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,1996961,
Tajikistan,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,1944037.5,
Tajikistan,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2009,1918995.5,
Thailand,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,32257097.3651962,
Thailand,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,29133829,
Timor-Leste,2015,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2018,349208,
Timor-Leste,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,316086,
Togo,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2015,2334495,
Tonga,2016,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,23221,
Tonga,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,24229,
Tunisia,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7797248,
Tunisia,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7671696,107
Tunisia,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7574564,
Tunisia,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2015,7437671.00000171,
Tunisia,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7461796,
Tunisia,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7354268,
Tunisia,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7248086,
Tunisia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7084742,
Tunisia,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,7039718,
Tunisia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,6937505,
Tunisia,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,6836588,
Turkey,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,71253963,108
Turkey,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,70165359,108
Turkey,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,69004143,108
Turkey,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,67720318,108
Turkey,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,66488105,"108,109"
Turkey,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,54705188,108
Turkey,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,53321000,"24,110"
Turkey,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,53630845,108
Turkey,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,52340830,108
Turkey,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,50872734,108
Turkey,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,49514530,108
Uganda,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2017,8438009,
Uganda,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,4524900,
Uganda,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,4372000,
Ukraine,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29370995,111
Ukraine,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29132191,111
Ukraine,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29426654,"8,111"
Ukraine,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29482313,111
Ukraine,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29187853.5,"8,111"
Ukraine,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29243516,111
Ukraine,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29533632.5,"8,111"
Ukraine,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29584952,111
Ukraine,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29294835.5,"8,111"
