country,Year,Area,Sex,Religion,Record Type,Reliability,Source Year,Value,Value Footnotes
Malaysia,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2012,17375794,15
Malaysia,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,16849328,
Malaysia,2010,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2012,111759,"15,16"
Malaysia,2010,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,109546,16
Malaysia,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,197064,
Malaysia,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,202763,15
Malaysia,2010,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,271765,15
Malaysia,2010,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,266884,
Maldives,2014,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,402071,
Maldives,2014,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2016,5337,
Maldives,2014,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2016,6403,
Maldives,2014,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2016,10163,
Maldives,2014,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2016,377651,
Maldives,2014,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2016,1289,
Maldives,2014,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2016,1228,
Mauritius,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,1236817,17
Mauritius,2011,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2012,4428,17
Mauritius,2011,Total,Both Sexes,Ahir,Census - de jure - complete tabulation,"Final figure, complete",2012,10,17
Mauritius,2011,Total,Both Sexes,Ahmadhya,Census - de jure - complete tabulation,"Final figure, complete",2012,1265,17
Mauritius,2011,Total,Both Sexes,Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2012,70,17
Mauritius,2011,Total,Both Sexes,Arya Samajist,Census - de jure - complete tabulation,"Final figure, complete",2012,271,17
Mauritius,2011,Total,Both Sexes,Aryan,Census - de jure - complete tabulation,"Final figure, complete",2012,134,17
Mauritius,2011,Total,Both Sexes,Assembly of God,Census - de jure - complete tabulation,"Final figure, complete",2012,8692,17
Mauritius,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2012,645,17
Mauritius,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2013,52,17
Mauritius,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2012,2172,17
Mauritius,2011,Total,Both Sexes,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,3040,17
Mauritius,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2012,47774,17
Mauritius,2011,Total,Both Sexes,Christian Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,53,17
Mauritius,2011,Total,Both Sexes,Church of England,Census - de jure - complete tabulation,"Final figure, complete",2012,2788,17
Mauritius,2011,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2012,199,17
Mauritius,2011,Total,Both Sexes,Full Gospel Church,Census - de jure - complete tabulation,"Final figure, complete",2012,77,17
Mauritius,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,469313,17
Mauritius,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2012,59178,17
Mauritius,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2013,43,17
Mauritius,2011,Total,Both Sexes,Kabir Panthis,Census - de jure - complete tabulation,"Final figure, complete",2012,66,17
Mauritius,2011,Total,Both Sexes,Marathi & Marathi Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,20654,17
Mauritius,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2012,29,17
Mauritius,2011,Total,Both Sexes,Mission Salut et Guerison,Census - de jure - complete tabulation,"Final figure, complete",2012,3731,17
Mauritius,2011,Total,Both Sexes,Mormon,Census - de jure - complete tabulation,"Final figure, complete",2013,40,17
Mauritius,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2012,153505,17
Mauritius,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2012,6817,17
Mauritius,2011,Total,Both Sexes,Presbyterian,Census - de jure - complete tabulation,"Final figure, complete",2012,501,17
Mauritius,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2012,620,17
Mauritius,2011,Total,Both Sexes,Puranic,Census - de jure - complete tabulation,"Final figure, complete",2012,48,17
Mauritius,2011,Total,Both Sexes,Rajput,Census - de jure - complete tabulation,"Final figure, complete",2012,2320,17
Mauritius,2011,Total,Both Sexes,Revived,Census - de jure - complete tabulation,"Final figure, complete",2012,223,17
Mauritius,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,324811,17
Mauritius,2011,Total,Both Sexes,Tamil and Tamil Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,72036,17
Mauritius,2011,Total,Both Sexes,Témoin de Jehovah,Census - de jure - complete tabulation,"Final figure, complete",2012,2173,17
Mauritius,2011,Total,Both Sexes,Telegu and Telegu Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,27809,17
Mauritius,2011,Total,Both Sexes,Vaish,Census - de jure - complete tabulation,"Final figure, complete",2012,49,17
Mauritius,2011,Total,Both Sexes,Vedic,Census - de jure - complete tabulation,"Final figure, complete",2012,6318,17
Mauritius,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2012,748,17
Mauritius,2011,Total,Both Sexes,Other Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,183,17
Mauritius,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2012,1835,17
Mauritius,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,8772,17
Mauritius,2011,Total,Both Sexes,Sanatanist,Census - de jure - complete tabulation,"Final figure, complete",2012,868,17
Mauritius,2011,Total,Both Sexes,Other Muslims,Census - de jure - complete tabulation,"Final figure, complete",2012,21,17
Mauritius,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2012,1398,17
Mauritius,2011,Total,Both Sexes,Christian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2012,34,17
Mauritius,2011,Total,Both Sexes,Eglise Chrétienne,Census - de jure - complete tabulation,"Final figure, complete",2012,142,17
Mauritius,2011,Total,Both Sexes,La Voix de la Delivrance,Census - de jure - complete tabulation,"Final figure, complete",2012,731,17
Mauritius,2011,Total,Both Sexes,Peniel Tabernacle,Census - de jure - complete tabulation,"Final figure, complete",2012,43,17
Mauritius,2011,Total,Both Sexes,"Arya Samajist, Other",Census - de jure - complete tabulation,"Final figure, complete",2012,25,17
Mauritius,2011,Total,Both Sexes,Other Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,63,17
Mauritius,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,25,17
Mexico,2010,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,112336538,18
Mexico,2010,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2011,92924489,18
Mexico,2010,Total,Both Sexes,Church of God,Census - de facto - complete tabulation,"Final figure, complete",2011,188326,18
Mexico,2010,Total,Both Sexes,Ethnic Churches,Census - de facto - complete tabulation,"Final figure, complete",2011,27839,18
Mexico,2010,Total,Both Sexes,Historics,Census - de facto - complete tabulation,"Final figure, complete",2011,820744,18
Mexico,2010,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2011,3760,18
Mexico,2010,Total,Both Sexes,Jehovah Witness,Census - de facto - complete tabulation,"Final figure, complete",2011,1561086,18
Mexico,2010,Total,Both Sexes,Judaism,Census - de facto - complete tabulation,"Final figure, complete",2011,67476,18
Mexico,2010,Total,Both Sexes,Latter Day Saints,Census - de facto - complete tabulation,"Final figure, complete",2011,314932,18
Mexico,2010,Total,Both Sexes,Oriental,Census - de facto - complete tabulation,"Final figure, complete",2011,18185,18
Mexico,2010,Total,Both Sexes,Pentecostal,Census - de facto - complete tabulation,"Final figure, complete",2011,1782021,18
Mexico,2010,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2011,661878,18
Mexico,2010,Total,Both Sexes,Spiritualist,Census - de facto - complete tabulation,"Final figure, complete",2011,35995,18
Mexico,2010,Total,Both Sexes,Other Evangelical Churches,Census - de facto - complete tabulation,"Final figure, complete",2011,5595116,18
Mexico,2010,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2011,19636,18
Mexico,2010,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2011,5262546,18
Mexico,2010,Total,Both Sexes,Not Specified,Census - de facto - complete tabulation,"Final figure, complete",2011,3052509,18
Mongolia,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,1905969,
Mongolia,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2012,1009357,
Mongolia,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2012,41117,
Mongolia,2010,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2012,57702,
Mongolia,2010,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,6933,
Mongolia,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,735686,
Mongolia,2010,Total,Both Sexes,Shaman,Census - de jure - complete tabulation,"Final figure, complete",2012,55174,
Montenegro,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,620029,
Montenegro,2011,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2013,894,
Montenegro,2011,Total,Both Sexes,Agnostic,Census - de jure - complete tabulation,"Final figure, complete",2013,451,
Montenegro,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2013,7667,
Montenegro,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,118,
Montenegro,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,21299,
Montenegro,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,1460,
Montenegro,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2013,145,
Montenegro,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2013,118477,
Montenegro,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2013,143,
Montenegro,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2013,6337,
Montenegro,2011,Total,Both Sexes,Not Declared,Census - de jure - complete tabulation,"Final figure, complete",2013,16180,
Montenegro,2011,Total,Both Sexes,Christian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,446858,
Montenegro,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,0,
Myanmar,2014,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,50279900,19
Myanmar,2014,Total,Both Sexes,Animist,Census - de facto - complete tabulation,"Final figure, complete",2017,408045,19
Myanmar,2014,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2017,45185449,19
Myanmar,2014,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2017,3172479,19
Myanmar,2014,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2017,252763,19
Myanmar,2014,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2017,1147495,19
Myanmar,2014,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2017,82825,19
Myanmar,2014,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2017,30844,19
Nepal,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,26494504,
Nepal,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2013,1283,
Nepal,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,2396099,
Nepal,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,375699,
Nepal,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2013,21551492,
Nepal,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,1162370,
Nepal,2011,Total,Both Sexes,Jains,Census - de jure - complete tabulation,"Final figure, complete",2013,3214,
Nepal,2011,Total,Both Sexes,Kirati,Census - de jure - complete tabulation,"Final figure, complete",2013,807169,
Nepal,2011,Total,Both Sexes,Sikh,Census - de jure - complete tabulation,"Final figure, complete",2013,609,
Nepal,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2013,61581,
Nepal,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,134988,
New Zealand,2013,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,4242048,2
New Zealand,2013,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2016,507,2
New Zealand,2013,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2016,459771,2
New Zealand,2013,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2016,243,2
New Zealand,2013,Total,Both Sexes,Assembly of God,Census - de jure - complete tabulation,"Final figure, complete",2016,13806,2
New Zealand,2013,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2016,2634,2
New Zealand,2013,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2016,53535,2
New Zealand,2013,Total,Both Sexes,Bible Baptist,Census - de jure - complete tabulation,"Final figure, complete",2016,111,2
New Zealand,2013,Total,Both Sexes,Brethren,Census - de jure - complete tabulation,"Final figure, complete",2016,5151,2
New Zealand,2013,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2016,58371,2
New Zealand,2013,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,491601,2
New Zealand,2013,Total,Both Sexes,Christadelphian,Census - de jure - complete tabulation,"Final figure, complete",2016,1689,2
New Zealand,2013,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,216918,2
New Zealand,2013,Total,Both Sexes,Christian and Mission Alliance,Census - de jure - complete tabulation,"Final figure, complete",2016,270,2
New Zealand,2013,Total,Both Sexes,Christian Science,Census - de jure - complete tabulation,"Final figure, complete",2016,243,2
New Zealand,2013,Total,Both Sexes,Church of Christ,Census - de jure - complete tabulation,"Final figure, complete",2016,1752,2
New Zealand,2013,Total,Both Sexes,Church of God,Census - de jure - complete tabulation,"Final figure, complete",2016,570,2
New Zealand,2013,Total,Both Sexes,Church of Scientology,Census - de jure - complete tabulation,"Final figure, complete",2016,318,2
New Zealand,2013,Total,Both Sexes,Confucian,Census - de jure - complete tabulation,"Final figure, complete",2016,36,2
New Zealand,2013,Total,Both Sexes,Congregational,Census - de jure - complete tabulation,"Final figure, complete",2016,4740,2
New Zealand,2013,Total,Both Sexes,Coptic Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,408,2
New Zealand,2013,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2016,6099,2
New Zealand,2013,Total,Both Sexes,Full Gospel Church,Census - de jure - complete tabulation,"Final figure, complete",2016,1077,2
New Zealand,2013,Total,Both Sexes,Greek Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,2499,2
New Zealand,2013,Total,Both Sexes,Hare Rama Hare Krishna,Census - de jure - complete tabulation,"Final figure, complete",2016,387,2
New Zealand,2013,Total,Both Sexes,Hauhau,Census - de jure - complete tabulation,"Final figure, complete",2016,747,2
New Zealand,2013,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2016,89391,2
New Zealand,2013,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2016,46044,2
New Zealand,2013,Total,Both Sexes,Jains,Census - de jure - complete tabulation,"Final figure, complete",2016,207,2
New Zealand,2013,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2016,17931,2
New Zealand,2013,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2016,6867,2
New Zealand,2013,Total,Both Sexes,Latter Day Saints,Census - de jure - complete tabulation,"Final figure, complete",2016,40725,2
New Zealand,2013,Total,Both Sexes,Lutheran,Census - de jure - complete tabulation,"Final figure, complete",2016,3903,2
New Zealand,2013,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2016,98538,2
New Zealand,2013,Total,Both Sexes,Nazarene,Census - de jure - complete tabulation,"Final figure, complete",2016,480,2
New Zealand,2013,Total,Both Sexes,New Age,Census - de jure - complete tabulation,"Final figure, complete",2016,444,2
New Zealand,2013,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,9228,2
New Zealand,2013,Total,Both Sexes,Pantheism,Census - de jure - complete tabulation,"Final figure, complete",2016,372,2
New Zealand,2013,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2016,48039,2
New Zealand,2013,Total,Both Sexes,Plymouth Brethren,Census - de jure - complete tabulation,"Final figure, complete",2016,5388,2
New Zealand,2013,Total,Both Sexes,Presbyterian,Census - de jure - complete tabulation,"Final figure, complete",2016,316329,2
New Zealand,2013,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2016,4998,2
New Zealand,2013,Total,Both Sexes,Rastafarian,Census - de jure - complete tabulation,"Final figure, complete",2016,1917,2
New Zealand,2013,Total,Both Sexes,Ratana,Census - de jure - complete tabulation,"Final figure, complete",2016,40350,2
New Zealand,2013,Total,Both Sexes,Reformat,Census - de jure - complete tabulation,"Final figure, complete",2016,4611,2
New Zealand,2013,Total,Both Sexes,Ringatu,Census - de jure - complete tabulation,"Final figure, complete",2016,13275,2
New Zealand,2013,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,723,2
New Zealand,2013,Total,Both Sexes,Russian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,1161,2
New Zealand,2013,Total,Both Sexes,Salvation Army,Census - de jure - complete tabulation,"Final figure, complete",2016,9162,2
New Zealand,2013,Total,Both Sexes,Satanist,Census - de jure - complete tabulation,"Final figure, complete",2016,840,2
New Zealand,2013,Total,Both Sexes,Serbian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,315,2
New Zealand,2013,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2016,14610,2
New Zealand,2013,Total,Both Sexes,Shinto,Census - de jure - complete tabulation,"Final figure, complete",2016,240,2
New Zealand,2013,Total,Both Sexes,Sikh,Census - de jure - complete tabulation,"Final figure, complete",2016,19191,2
New Zealand,2013,Total,Both Sexes,Spiritualist,Census - de jure - complete tabulation,"Final figure, complete",2016,7776,2
New Zealand,2013,Total,Both Sexes,Taoist,Census - de jure - complete tabulation,"Final figure, complete",2016,795,2
New Zealand,2013,Total,Both Sexes,Unification,Census - de jure - complete tabulation,"Final figure, complete",2016,108,2
New Zealand,2013,Total,Both Sexes,Unitarian,Census - de jure - complete tabulation,"Final figure, complete",2016,339,2
New Zealand,2013,Total,Both Sexes,United Church,Census - de jure - complete tabulation,"Final figure, complete",2016,900,2
New Zealand,2013,Total,Both Sexes,Vineyard Christian Fellowship,Census - de jure - complete tabulation,"Final figure, complete",2016,1017,2
New Zealand,2013,Total,Both Sexes,Worldwide Church of God,Census - de jure - complete tabulation,"Final figure, complete",2016,279,2
New Zealand,2013,Total,Both Sexes,Zoroastrian,Census - de jure - complete tabulation,"Final figure, complete",2016,975,2
New Zealand,2013,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,1098,2
New Zealand,2013,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2016,5427,2
New Zealand,2013,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,1635348,2
New Zealand,2013,Total,Both Sexes,Born Again Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,7920,2
New Zealand,2013,Total,Both Sexes,Associated Churches of Christ,Census - de jure - complete tabulation,"Final figure, complete",2016,174,2
New Zealand,2013,Total,Both Sexes,Elim,Census - de jure - complete tabulation,"Final figure, complete",2016,1494,2
New Zealand,2013,Total,Both Sexes,Revival Centres,Census - de jure - complete tabulation,"Final figure, complete",2016,195,2
New Zealand,2013,Total,Both Sexes,Commonwealth Covenant Church,Census - de jure - complete tabulation,"Final figure, complete",2016,9,2
New Zealand,2013,Total,Both Sexes,Brethren Exclusive,Census - de jure - complete tabulation,"Final figure, complete",2016,219,2
New Zealand,2013,Total,Both Sexes,Chinese Religions,Census - de jure - complete tabulation,"Final figure, complete",2016,75,2
New Zealand,2013,Total,Both Sexes,Japanese Religions,Census - de jure - complete tabulation,"Final figure, complete",2016,48,2
New Zealand,2013,Total,Both Sexes,Nature and earth based religions,Census - de jure - complete tabulation,"Final figure, complete",2016,3795,2
New Zealand,2013,Total,Both Sexes,Apostolic Church of New Zealand,Census - de jure - complete tabulation,"Final figure, complete",2016,6117,2
New Zealand,2013,Total,Both Sexes,Assyrian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,222,2
New Zealand,2013,Total,Both Sexes,Chinese Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,105,2
New Zealand,2013,Total,Both Sexes,Christian Outreach,Census - de jure - complete tabulation,"Final figure, complete",2016,78,2
New Zealand,2013,Total,Both Sexes,Christian Revival Crusade,Census - de jure - complete tabulation,"Final figure, complete",2016,48,2
New Zealand,2013,Total,Both Sexes,Cook Island Congregational,Census - de jure - complete tabulation,"Final figure, complete",2016,1314,2
New Zealand,2013,Total,Both Sexes,Druid,Census - de jure - complete tabulation,"Final figure, complete",2016,165,2
New Zealand,2013,Total,Both Sexes,Ecumenical,Census - de jure - complete tabulation,"Final figure, complete",2016,96,2
New Zealand,2013,Total,Both Sexes,Fundamentalist,Census - de jure - complete tabulation,"Final figure, complete",2016,186,2
New Zealand,2013,Total,Both Sexes,Independent Baptist,Census - de jure - complete tabulation,"Final figure, complete",2016,309,2
New Zealand,2013,Total,Both Sexes,Independent Evangelical Churches,Census - de jure - complete tabulation,"Final figure, complete",2016,1191,2
New Zealand,2013,Total,Both Sexes,Independent Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2016,141,2
New Zealand,2013,Total,Both Sexes,Korean Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,27,2
New Zealand,2013,Total,Both Sexes,Liberal Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,60,2
New Zealand,2013,Total,Both Sexes,Mahikari,Census - de jure - complete tabulation,"Final figure, complete",2016,126,2
New Zealand,2013,Total,Both Sexes,Mäori Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,555,2
New Zealand,2013,Total,Both Sexes,Mäori Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,1854,2
New Zealand,2013,Total,Both Sexes,Metropolitan,Census - de jure - complete tabulation,"Final figure, complete",2016,39,2
New Zealand,2013,Total,Both Sexes,New life centres,Census - de jure - complete tabulation,"Final figure, complete",2016,2157,2
New Zealand,2013,Total,Both Sexes,Open Brethren,Census - de jure - complete tabulation,"Final figure, complete",2016,7887,2
New Zealand,2013,Total,Both Sexes,Other Church of Christ,Census - de jure - complete tabulation,"Final figure, complete",2016,213,2
New Zealand,2013,Total,Both Sexes,Reformed Baptist,Census - de jure - complete tabulation,"Final figure, complete",2016,390,2
New Zealand,2013,Total,Both Sexes,Religious Society of Friends,Census - de jure - complete tabulation,"Final figure, complete",2016,966,2
New Zealand,2013,Total,Both Sexes,Samoan Congregational,Census - de jure - complete tabulation,"Final figure, complete",2016,3909,2
New Zealand,2013,Total,Both Sexes,Sufi,Census - de jure - complete tabulation,"Final figure, complete",2016,150,2
New Zealand,2013,Total,Both Sexes,Tenrikyo,Census - de jure - complete tabulation,"Final figure, complete",2016,15,2
New Zealand,2013,Total,Both Sexes,Theism,Census - de jure - complete tabulation,"Final figure, complete",2016,1782,2
New Zealand,2013,Total,Both Sexes,Tongan Methodist,Census - de jure - complete tabulation,"Final figure, complete",2016,4509,2
New Zealand,2013,Total,Both Sexes,United Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2016,258,2
New Zealand,2013,Total,Both Sexes,Wiccan,Census - de jure - complete tabulation,"Final figure, complete",2016,1452,2
New Zealand,2013,Total,Both Sexes,Yoga,Census - de jure - complete tabulation,"Final figure, complete",2016,237,2
New Zealand,2013,Total,Both Sexes,Zen Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2016,72,2
New Zealand,2013,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,519468,2
Niger,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,17138707,
Niger,2012,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2015,34786,
Niger,2012,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2015,56856,
Niger,2012,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2015,16978889,
Niger,2012,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2015,2520,
Niger,2012,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2015,23048,
Niger,2012,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2015,42608,
Norfolk Island,2011,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2013,2302,
Norfolk Island,2011,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,307,
Norfolk Island,2011,Total,Both Sexes,Church of England,Census - de facto - complete tabulation,"Final figure, complete",2013,755,
Norfolk Island,2011,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2013,61,
Norfolk Island,2011,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2013,228,
Norfolk Island,2011,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2013,499,
Norfolk Island,2011,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2013,150,
Norfolk Island,2011,Total,Both Sexes,Uniting Church,Census - de facto - complete tabulation,"Final figure, complete",2013,302,
Poland,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,38044565,
Poland,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2014,5945,
Poland,2011,Total,Both Sexes,Evangelic Augustan Confession,Census - de jure - complete tabulation,"Final figure, complete",2014,69281,
Poland,2011,Total,Both Sexes,Greek Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,33399,
